County Name,County Code,Health Topic Number,Health Topic,Indicator ID,Indicator Name,Date Year,Trend Data County Value,Three Year Average County Value
Chemung,7,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,57.2,58.5
Chemung,7,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,53.0,59.7
Chemung,7,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,68.9,63.0
Chemung,7,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,67.2,66.8
Chemung,7,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,64.3,72.1
Chemung,7,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,85.1,68.4
Chenango,8,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,72.2,72.2
Chenango,8,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,78.8,70.6
Chenango,8,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,60.8,67.6
Chenango,8,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,63.6,66.9
Chenango,8,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,76.6,69.0
Chenango,8,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,66.9,71.7
Chenango,8,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,71.6,65.9
Chenango,8,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,59.3,63.6
Clinton,9,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,68.4,62.4
Clinton,9,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,61.2,67.7
Clinton,9,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,73.6,61.3
Clinton,9,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,49.6,58.5
Clinton,9,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,52.2,54.2
Clinton,9,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,60.8,57.5
Clinton,9,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,59.5,63.4
Clinton,9,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,70.0,65.3
Columbia,10,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,94.3,87.0
Columbia,10,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,64.2,72.2
Columbia,10,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,58.0,61.9
Columbia,10,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,63.5,59.2
Columbia,10,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,55.9,57.0
Columbia,10,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,51.4,58.0
Columbia,10,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,66.8,60.6
Columbia,10,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,63.8,63.1
Cortland,11,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,79.3,60.9
Cortland,11,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,42.8,53.6
Cortland,11,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,39.0,46.5
Cortland,11,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,58.0,55.9
Cortland,11,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,70.9,65.2
Cortland,11,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,66.9,62.7
Cortland,11,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,50.3,54.6
Cortland,11,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,46.4,52.7
Delaware,12,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,95.4,77.1
Delaware,12,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,72.5,83.9
Delaware,12,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,83.8,71.7
Delaware,12,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,58.8,74.7
Delaware,12,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,81.5,67.5
Delaware,12,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,62.1,65.1
Delaware,12,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,51.5,60.4
Delaware,12,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,67.6,63.2
Dutchess,13,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,53.1,50.4
Dutchess,13,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,48.2,49.5
Dutchess,13,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,47.3,45.4
Dutchess,13,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,40.8,45.3
Dutchess,13,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,47.8,43.7
Dutchess,13,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,42.6,44.8
Dutchess,13,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,43.9,43.1
Dutchess,13,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,42.9,43.0
Erie,14,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,70.0,67.8
Erie,14,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,71.0,69.2
Erie,14,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,66.3,66.9
Erie,14,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,63.4,61.3
Erie,14,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,54.0,57.9
Erie,14,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,56.3,54.9
Erie,14,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,54.5,55.1
Erie,14,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,54.4,53.6
Essex,15,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,84.5,76.0
Essex,15,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,72.1,70.3
Essex,15,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,54.7,70.8
Essex,15,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,86.9,75.4
Essex,15,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,84.9,74.2
Essex,15,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,50.6,66.7
Essex,15,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,64.3,74.2
Essex,15,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,108.1,77.3
Franklin,16,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,61.8,66.4
Franklin,16,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,64.4,59.6
Franklin,16,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,52.8,67.4
Franklin,16,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,85.1,64.2
Franklin,16,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,54.8,65.1
Franklin,16,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,55.5,52.7
Franklin,16,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,47.7,54.3
Franklin,16,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,59.9,51.2
Fulton,17,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,50.9,66.7
Fulton,17,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,71.5,64.8
Fulton,17,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,72.3,67.6
Fulton,17,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,59.5,70.0
Fulton,17,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,78.3,67.0
Fulton,17,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,63.2,68.9
Fulton,17,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,65.2,67.2
Fulton,17,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,73.1,65.1
Genesee,18,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,61.8,73.0
Genesee,18,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,79.3,67.8
Genesee,18,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,62.9,78.5
Genesee,18,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,94.1,77.0
Genesee,18,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,74.1,78.0
Genesee,18,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,65.7,64.0
Genesee,18,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,52.2,58.5
Genesee,18,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,57.5,60.5
Greene,19,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,78.1,80.7
Greene,19,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,59.9,71.7
Greene,19,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,77.1,75.6
Greene,19,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,90.3,76.9
Greene,19,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,63.2,80.7
Greene,19,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,88.6,65.4
Greene,19,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,44.3,66.2
Greene,19,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,65.7,64.9
Herkimer,21,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,69.7,62.1
Herkimer,21,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,60.8,64.4
Herkimer,21,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,63.1,68.2
Herkimer,21,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,81.4,67.9
Herkimer,21,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,59.3,66.7
Herkimer,21,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,59.5,59.0
Herkimer,21,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,58.3,63.1
Herkimer,21,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,71.7,58.1
Jefferson,22,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,33.9,48.5
Jefferson,22,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,64.6,51.2
Jefferson,22,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,55.4,55.8
Jefferson,22,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,47.2,53.2
Jefferson,22,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,56.5,51.6
Jefferson,22,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,51.1,54.9
Jefferson,22,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,57.0,52.1
Jefferson,22,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,48.1,55.1
Lewis,23,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,69.7,65.1
Lewis,23,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,63.4,58.3
Lewis,23,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,67.5,77.4
Lewis,23,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,101.5,77.7
Lewis,23,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,64.1,71.8
Livingston,24,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,67.8,52.9
Livingston,24,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,46.4,62.8
Livingston,24,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,74.2,60.3
Livingston,24,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,60.6,67.4
Livingston,24,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,67.2,63.6
Livingston,24,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,63.0,63.9
Livingston,24,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,61.6,63.8
Livingston,24,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,66.8,59.4
Madison,25,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,64.9,65.7
Madison,25,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,66.2,63.0
Madison,25,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,58.1,63.2
Madison,25,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,65.6,64.5
Madison,25,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,70.0,63.0
Madison,25,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,53.5,63.2
Madison,25,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,66.0,57.3
Madison,25,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,52.2,58.3
Monroe,26,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,58.2,54.9
Monroe,26,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,49.6,53.5
Monroe,26,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,52.5,51.1
Monroe,26,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,51.5,49.8
Monroe,26,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,45.2,48.7
Monroe,26,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,49.4,47.4
Monroe,26,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,47.7,47.2
Monroe,26,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,44.6,46.1
Montgomery,27,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,68.1,71.4
Montgomery,27,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,80.3,66.2
Montgomery,27,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,50.3,61.7
Montgomery,27,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,54.5,57.2
Montgomery,27,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,67.0,64.2
Montgomery,27,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,71.1,71.6
Montgomery,27,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,76.8,75.6
Montgomery,27,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,79.0,72.3
Nassau,28,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,46.4,44.5
Nassau,28,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,43.6,43.2
Nassau,28,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,39.5,40.7
Nassau,28,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,39.0,39.1
Nassau,28,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,38.7,37.0
Nassau,28,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,33.4,35.2
Nassau,28,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,33.4,33.0
Nassau,28,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,32.1,31.5
Niagara,29,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,77.7,77.2
Niagara,29,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,74.7,77.6
Niagara,29,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,80.6,75.9
Niagara,29,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,72.5,73.6
Niagara,29,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,67.6,70.6
Niagara,29,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,71.6,67.5
Niagara,29,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,63.2,65.8
Niagara,29,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,62.5,64.1
Oneida,30,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,67.1,69.0
Oneida,30,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,71.9,64.5
Oneida,30,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,54.5,65.2
Oneida,30,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,69.6,61.2
Oneida,30,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,59.5,63.2
Oneida,30,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,60.4,59.1
Oneida,30,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,57.5,61.1
Oneida,30,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,65.3,56.8
Onondaga,31,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,58.6,59.9
Onondaga,31,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,58.6,59.2
Onondaga,31,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,60.2,58.4
Onondaga,31,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,56.8,56.4
Onondaga,31,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,51.9,53.3
Onondaga,31,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,51.1,50.4
Onondaga,31,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,48.1,50.3
Onondaga,31,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,51.9,50.4
Ontario,32,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,60.6,62.2
Ontario,32,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,64.1,57.9
Ontario,32,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,49.4,63.3
Ontario,32,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,76.9,64.3
Ontario,32,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,66.8,65.2
Ontario,32,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,52.0,61.1
Ontario,32,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,64.6,55.2
Ontario,32,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,49.1,53.9
Orange,33,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,42.0,44.0
Orange,33,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,44.5,44.0
Orange,33,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,45.5,45.7
Orange,33,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,47.3,46.2
Orange,33,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,45.8,45.7
Orange,33,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,44.0,48.4
Orange,33,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,55.4,47.7
Orange,33,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,43.6,45.0
Orleans,34,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,84.7,80.8
Orleans,34,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,92.1,81.2
Orleans,34,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,66.8,74.7
Orleans,34,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,65.1,64.2
Orleans,34,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,60.6,62.3
Orleans,34,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,61.3,64.3
Orleans,34,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,71.2,71.4
Orleans,34,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,81.8,83.4
Oswego,35,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,80.6,72.9
Oswego,35,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,80.8,77.2
Oswego,35,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,70.4,72.4
Oswego,35,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,66.0,67.1
Oswego,35,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,64.8,63.0
Oswego,35,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,58.3,65.1
Oswego,35,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,72.3,65.2
Oswego,35,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,65.0,65.0
Otsego,36,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,84.0,72.2
Otsego,36,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,79.6,72.0
Otsego,36,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,52.5,56.8
Otsego,36,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,38.0,45.1
Otsego,36,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,44.9,47.6
Otsego,36,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,60.0,50.0
Otsego,36,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,45.1,52.5
Otsego,36,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,52.2,51.7
Putnam,37,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,49.2,47.8
Putnam,37,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,44.1,41.5
Putnam,37,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,31.1,42.2
Putnam,37,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,51.4,41.7
Putnam,37,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,42.5,44.1
Putnam,37,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,38.4,42.5
Putnam,37,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,46.5,41.9
Putnam,37,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,40.6,43.9
Rensselaer,38,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,58.9,67.2
Rensselaer,38,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,68.2,60.1
Rensselaer,38,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,53.1,58.3
Rensselaer,38,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,53.9,55.6
Rensselaer,38,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,59.6,57.3
Rensselaer,38,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,58.4,59.4
Rensselaer,38,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,60.2,56.9
Rensselaer,38,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,52.2,55.2
Rockland,39,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,41.2,35.0
Rockland,39,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,28.7,32.0
Rockland,39,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2014,26.3,27.8
Rockland,39,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2015,28.5,28.5
Rockland,39,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2016,30.6,27.5
Rockland,39,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2017,23.4,27.8
Rockland,39,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2018,29.5,27.3
Rockland,39,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2019,29.1,27.2
St. Lawrence,40,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2012,72.0,70.1
St. Lawrence,40,1,Cancer Indicators,g8,"Lung and bronchus cancer mortality rate per 100,000",2013,69.5,67.9
